tools/code_execution_tool.py	source	manual	execute_code — sandboxed python execution	Programmatic tool calling	tools/computer_use/
tools/session_search_tool.py	source	manual	Session search tool over SessionDB	Search across past sessions	ev0_state_search.py
tools/approval.py	source	manual	Approval primitives (request/respond)	Safe-action consent flow	tools/clarify_tool.py;tools/write_approval.py
tools/clarify_tool.py	source	manual	Clarify tool — ask the user mid-turn	Human-in-the-loop	gates: tools/clarify_gateway.py
tools/write_approval.py	source	manual	Write-approval interceptor for file mutations	File-safety consent	tools/approval.py;tools/path_security.py
tools/path_security.py	source	manual	Path allow/deny boundaries for file tools	Sandboxing the file surface	tools/file_operations.py;agent/file_safety.py
tools/threat_patterns.py	source	manual	Threat pattern definitions for injection guardrails	Injection defense vocabulary	tools/tirith_security.py;agent/tool_guardrails.py
tools/tirith_security.py	source	manual	Tirith security evaluator integration	Policy engine	tools/threat_patterns.py
tools/mcp_tool.py	source	manual	MCP client tool — connect to external MCP servers	The built-in MCP client; catalog here	mcp_serve.py;tools/setup_mcp_tool.py
tools/setup_mcp_tool.py	source	manual	MCP server setup/install helper	One-command MCP provisioning	tools/mcp_tool.py
tools/mcp_oauth_manager.py	source	manual	OAuth flows for MCP servers	Authenticated MCP connections	tools/mcp_oauth.py
tools/cronjob_tools.py	source	manual	Cron tool for the agent	Agent-schedulable jobs	cron/jobs.py
tools/send_message_tool.py	source	manual	Message-send tool (gateway platforms)	Agent-initiated platform sends	gateway/platforms/;plugins/platforms/
tools/schema_sanitizer.py	source	manual	Tool schema sanitization (drop unsafe params)	Hardens generated schemas	tools/registry.py
tools/checkpoint_manager.py	source	manual	Checkpoint manager for long sessions	Resume-after-crash	agent/conversation_loop.py;ev0_cli/checkpoints.py
tools/daemon_pool.py	source	manual	Daemon process pool for tool backends	Long-lived helpers	tools/process_registry.py
tools/process_registry.py	source	manual	Process registry / lifecycle for spawned children	Cleanup and tracking	tools/terminal_tool.py;tools/daemon_pool.py
tools/interrupt.py	source	manual	Tool-call interrupt support	Stop mid-tool	tools/terminal_tool.py
tools/tool_search.py	source	manual	Tool search for the agent (find the right tool)	Schema navigation aid	tools/registry.py
tools/tool_result_storage.py	source	manual	Oversized tool result spill to disk	Drops big tool outputs out of context	tools/tool_output_limits.py
tools/tool_output_limits.py	source	manual	Tool output truncation policy	Keeps context bounded	tools/tool_result_storage.py
tools/thread_context.py	source	manual	Thread-scoped context for tool calls	Multi-thread safety	misc: agent/thread_scoped_output.py
tools/homeassistant_tool.py	source	manual	Home Assistant integration (service-gated on token)	Smart-home automation	tools/registry.py (check_fn example)
tools/feishu_doc_tool.py	source	manual	Feishu document tool	Docs automation	feishu_drive_tool.py;plugins/platforms/
tools/vision_tools.py	source	manual	Vision model tools (image describe/analyze)	Aux vision routing	agent/vision? agent/auxiliary_client.py
tools/tts_tool.py	source	manual	TTS tool + streaming	Voice output	tools/tts_streaming.py;agent/tts_registry.py
tools/transcription_tools.py	source	manual	Audio transcription tools	Voice input	agent/transcription_registry.py
tools/image_generation_tool.py	source	manual	Image generation tool (providers)	Creative capability	plugins/image_gen/;gen: bailian-gen skill
tools/video_generation_tool.py	source	manual	Video generation tool	Creative capability	tools/flux3_video_tool.py
tools/kanban_tools.py	source	manual	Kanban worker tools (kanban_show/complete/... )	Zero schema footprint outside kanban tasks	plugins/kanban/;ev0_cli/kanban.py
gateway/run.py	source	manual	GatewayRunner — the messaging gateway orchestrator (session lifecycle, message dispatch, hooks)	The always-on surface for Telegram/Discord/etc.; where slash commands resolve in messaging	gateway/session.py;gateway/platforms/;ev0_cli/commands.py
gateway/session.py	source	manual	Session manager for messaging (per-chat agents, resume, /new)	Isolates each chat's conversation	gateway/run.py;gateway/session_context.py
gateway/config.py	source	manual	Gateway config loader + platform settings	Dedicated loader for the raw-yaml gateway path	gateway/run.py;ev0_cli/config.py
gateway/platforms	source	manual	Per-platform adapters (telegram, discord, slack, whatsapp, signal, matrix, mattermost, email, sms, homeassistant, ...)	The breadth surface; each adapter implements one transport	gateway/platform_registry.py;plugins/platforms/
gateway/run.py	source	manual	GatewayRunner — the messaging gateway orchestrator (session lifecycle, message dispatch, hooks)	The always-on surface for Telegram/Discord/etc.; slash commands resolve here in messaging	gateway/session.py;gateway/platforms/;ev0_cli/commands.py
gateway/session.py	source	manual	Session manager for messaging (per-chat agents, resume, /new)	Isolates each chat's conversation	gateway/run.py;gateway/session_context.py
gateway/config.py	source	manual	Gateway config loader + platform settings	Dedicated raw-yaml loader for the gateway runtime	gateway/run.py;ev0_cli/config.py
gateway/platforms	source	manual	Per-platform adapters (telegram, discord, slack, whatsapp, signal, matrix, mattermost, email, sms, homeassistant, ...)	The breadth surface; one adapter per transport	gateway/platform_registry.py;plugins/platforms/
gateway/platform_registry.py	source	manual	Platform adapter registry and discovery	Finds adapters across gateway/platforms and plugins/platforms	gateway/run.py
gateway/authz_mixin.py	source	manual	Authorization mixin — allowlists, allow-all gates, group policy (fail-closed per profile)	Sharpest edge: leak here silently rejects or fail-opens routing	agent/secret_scope.py;plugins/platforms/feishu/adapter.py
gateway/status.py	source	manual	Gateway status surfaces (health, locks)	token-scoped locks: acquire_scoped_lock for unique credentials	gateway/readiness.py;gateway/memory_status.py
gateway/wake.py	source	manual	Wake orchestration (the gateway has its own wake ritual, parallel to the body.s)	Boot-time standing pass; the parallel to scripts/handoff_check.sh	scripts/handoff_check.sh
gateway/slash_commands.py	source	manual	Gateway slash-command dispatch	Messaging-side command handling	ev0_cli/commands.py;gateway/run.py
gateway/hooks.py	source	manual	Gateway hook emission (pre/post event hooks)	Extension seam for gateway lifecycle	gateway/builtin_hooks/
gateway/builtin_hooks	source	manual	Always-registered gateway hooks (none shipped by default)	The intentional empty extension point	gateway/hooks.py
gateway/delivery.py	source	manual	Message delivery ledger (idempotent delivery)	Guarantees under retries	gateway/delivery_ledger.py;gateway/lifecycle_ledger.py
gateway/mirror.py	source	manual	Dialogue mirroring between sessions	Cross-session message mirroring	gateway/delivery.py
gateway/pairing.py	source	manual	Device/session pairing flows	Secure connect UX	gateway/delivery_ledger.py
gateway/restart.py	source	manual	Graceful restart management	Zero-downtime config reload	gateway/restart_loop_guard.py
gateway/restart_loop_guard.py	source	manual	Restart loop protection	Crash-loop braking	gateway/restart.py
gateway/drain_control.py	source	manual	Shutdown drain (finish in-flight turns)	Orderly shutdown	gateway/shutdown_flush.py;gateway/shutdown_watchdog.py
gateway/shutdown_watchdog.py	source	manual	Shutdown watchdog	Force-exit after grace	gateway/drain_control.py
gateway/shutdown_forensics.py	source	manual	Shutdown forensics (why did it die)	Crash reporting	gateway/shutdown_watchdog.py
gateway/stream_dispatch.py	source	manual	Stream routing to per-platform consumers	Streaming fan-out	gateway/stream_events.py;gateway/stream_consumer.py
gateway/stream_consumer.py	source	manual	Stream consumer state	tracks per-session streaming	gateway/stream_dispatch.py
gateway/stream_events.py	source	manual	Stream event model	Async stream lifecycle	gateway/stream_dispatch.py
gateway/response_filters.py	source	manual	Per-platform response filtering	Adapter-specific formatting	tools/ansi_strip.py
gateway/session_state.py	source	manual	Session state persistence	for messaging resumption	gateway/session.py
gateway/session_stall.py	source	manual	Stall detection for stuck agent turns	Hung-turn recovery	gateway/session.py;gateway/agent_cache_pressure.py
gateway/turn_lease.py	source	manual	Per-session turn lease (serialization)	Prevents concurrent turns on one chat	gateway/session.py
gateway/profile_routing.py	source	manual	Multiplex-profile routing (which profile serves which chat)	Multi-instance messaging	agent/secret_scope.py
gateway/scale_to_zero.py	source	manual	Scale-to-zero for idle instances	Cost control	gateway/readiness.py;gateway/systemd_notify.py
gateway/systemd_notify.py	source	manual	systemd notify (sd_notify)	Service-managed deployments	gateway/readiness.py
gateway/memory_monitor.py	source	manual	Memory pressure monitoring	OOM avoidance	gateway/agent_cache_pressure.py;gateway/cgroup_cleanup.py
gateway/cgroup_cleanup.py	source	manual	cgroup cleanup for containers	Leak control	gated: gateway/memory_monitor.py
gateway/disk_status.py	source	manual	Disk usage reporting	Capacity alerting	gateway/memory_status.py
gateway/code_skew.py	source	manual	Code-version skew detection between processes	Mixed-version fleet safety	gateway/build_info.py
gateway/rich_sent_store.py	source	manual	Rich sent-message store	Message edit/delete hooks	gateway/delivery.py
gateway/runtime_footer.py	source	manual	Runtime footer for session prompts	Session identity footer	gateway/session.py
gateway/cwd_placeholder.py	source	manual	CWD placeholder resolution	terminal.cwd bridging	ev0_cli/config.py
ev0_cli/main.py	source	manual	CLI entrypoint — argparse tree, profile override bootstrap, subcommand wiring	The hermes command itself; where _apply_profile_override runs before any import	ev0_bootstrap.py;ev0_cli/config.py
ev0_cli/main.py	source	manual	CLI entrypoint — argparse tree, profile override bootstrap, subcommand wiring	The hermes command; _apply_profile_override must run before any import	ev0_bootstrap.py;ev0_cli/config.py
ev0_cli/config_defaults.py	source	manual	Default config values	Deep-merged under user YAML	ev0_cli/config.py
ev0_cli/config_migrations.py	source	manual	Config version migrations	Bumps _config_version only when transform needed	ev0_cli/config.py
ev0_cli/commands.py	source	manual	COMMAND_REGISTRY — canonical slash commands (CommandDef)	Single source: CLI, gateway, Telegram menu, Slack map, autocomplete	cli.py;gateway/run.py;gateway/slash_commands.py
ev0_cli/config.py	source	manual	DEFAULT_CONFIG schema + loaders (load_config, migrations, OPTIONAL_ENV_VARS)	The config.yaml contract; non-secret settings live here, not .env	ev0_cli/config_defaults.py;ev0_cli/config_migrations.py
ev0_cli/config_defaults.py	source	manual	Default config values	Deep-merged under user YAML	ev0_cli/config.py
ev0_cli/config_migrations.py	source	manual	Config version migrations	Bumps _config_version only when a transform is needed	ev0_cli/config.py
ev0_cli/commands.py	source	manual	COMMAND_REGISTRY — canonical slash commands (CommandDef)	Single source: CLI, gateway, Telegram menu, Slack map, autocomplete	cli.py;gateway/run.py;gateway/slash_commands.py
ev0_cli/skin_engine.py	source	manual	Skin system — built-in + user YAML skins, data-driven CLI theming	Skins are pure data; no code per skin	ev0_cli/colors.py;agent/display.py
ev0_cli/plugins.py	source	manual	PluginManager — discovery of ~/.hermes/plugins, repo plugins, pip entry points	Ships register(ctx) hooks + register_tool + register_cli_command	plugins/;tools/registry.py
ev0_cli/web_server.py	source	manual	Dashboard web server + /api/pty WebSocket endpoint (embedded hermes --tui)	Serves 3v0 dashboard; the PTY tunnel is the chat surface bridge	ev0_cli/pty_bridge.py;web/;ui-tui/
ev0_cli/pty_bridge.py	source	manual	PTY bridge — spawns hermes --tui for the dashboard terminal pane	AUTH via ephemeral _SESSION_TOKEN; POSIX PTY only	ev0_cli/web_server.py;ui-tui/
ev0_cli/tools_config.py	source	manual	hermes tools curses UI	The toolset enable/disable picker (curses, per project law)	ev0_cli/curses_ui.py;toolsets.py
ev0_cli/curses_ui.py	source	manual	Shared curses menu machinery	Every interactive menu must be built here	ev0_cli/tools_config.py
ev0_cli/banner.py	source	manual	Startup banner rendering	Branding + build info	ev0_cli/skin_engine.py;assets/banner.png
ev0_cli/completion.py	source	manual	Slash command + path autocomplete	CLI input UX	ev0_cli/commands.py
ev0_cli/checkpoints.py	source	manual	CLI-side checkpoint integration	Resume-after-crash in the CLI	tools/checkpoint_manager.py
ev0_cli/cron.py	source	manual	hermes cron subcommand	CLI surface for cron/jobs.py	cron/jobs.py;ev0_cli/commands.py
ev0_cli/auth.py	source	manual	Auth flows (login/logout, providers)	Account surface	ev0_cli/auth_commands.py
ev0_cli/claw.py	source	manual	Claw — capture/alt-input mode	Advanced input modes	cli.py
ev0_cli/console_engine.py	source	manual	Console abstraction layer	Portable output	ev0_cli/cli_output.py
ev0_cli/clipboard.py	source	manual	Clipboard integration	Paste UX	cli.py
ev0_cli/bundles.py	source	manual	Bundle management (skill/skin bundles)	Install surface	tools/skills_hub.py
ev0_cli/backup.py	source	manual	hermes backup subcommand	State export	safety: ev0_state_portability.py
cron/jobs.py	source	manual	Job store — SQLite-backed cron jobs (schedules, skills, context_from, workdir)	The agent's own scheduler; 3-minute hard interrupt invariant	ev0_cli/cron.py;tools/cronjob_tools.py
cron/scheduler.py	source	manual	Scheduler tick loop (lock-guarded)	Runs inside the gateway process; .tick.lock prevents duplicates	cron/jobs.py
cron/scheduler_provider.py	source	manual	Pluggable scheduler backends (system/provider cron)	Alternative runtimes: system cron, managed providers	cron/scheduler.py;plugins/cron_providers/
cron/executions.py	source	manual	Execution ledger for cron runs	Audit of what fired	run: cron/monitor.py
cron/suggestions.py	source	manual	Cron job suggestions (natural-language->schedule)	UX helper	for: cron/suggestion_catalog.py
cron/blueprint_catalog.py	source	manual	Blueprint jobs catalog (well-known scheduled tasks)	One-shot canonical jobs	4: cron/scheduler.py;cron/jobs.py
cron/lifecycle_guard.py	source	manual	Cron job lifecycle guards (pause/resume rules)	Policy enforcement	: cron/jobs.py;ev0_cli/cron.py
cron/monitor.py	source	manual	Cron monitoring surfaces	Observability for jobs	cron/executions.py
cron/notepad.py	source	manual	Cron notepad — per-job notes	Context persistence	for jobs: cron/jobs.py
plugins/__init__.py	source	manual	Plugin package marker	Discovery root	ev0_cli/plugins.py
plugins/memory	source	manual	Memory-provider plugins (honcho, mem0, supermemory, byterover, hindsight, holographic, openviking, retaindb)	Closed in-tree set; new backends ship as standalone repos	agent/memory_provider.py;agent/memory_manager.py
plugins/memory/honcho	source	manual	Honcho memory backend	Memory provider	plugins/memory/mem0;agent/memory_provider.py
plugins/memory/mem0	source	manual	Mem0 memory backend	Memory provider	agent/memory_provider.py
plugins/model-providers	source	manual	Inference backend plugins (openrouter, anthropic, gmi, deepseek, nvidia, ...)	Lazy discovery via providers.register_provider; user plugins override bundled	plugins/model-providers/openrouter;providers/__init__.py
plugins/platforms	source	manual	Optional platform adapters that ship as plugins (irc, teams, ...)	Plugin-based adapters use the same ABCs as gateway/platforms	gateway/platform_registry.py;plugins/platforms/feishu/adapter.py
plugins/kanban	source	manual	Kanban board plugin (dashboard web UI + systemd dispatcher unit)	Multi-agent work queue; board is the hard isolation boundary	ev0_cli/kanban.py;tools/kanban_tools.py
plugins/observability	source	manual	Metrics/traces/logs plugin	Standalone observability surface	agent/monitoring
plugins/context_engine	source	manual	Context-engine provider plugins	Plug into agent/context_engine.py	agent/context_engine.py
plugins/image_gen	source	manual	Image-generation provider plugins	Plug into agent/image_gen_provider.py	tools/image_generation_tool.py
plugins/disk-cleanup	source	manual	Disk cleanup plugin (installer hub)	Maintenance automation	plugins/platforms;plugins/observability
plugins/spotify	source	manual	Spotify control plugin	Media automation	tools/web_tools.py? no: plugins/spotify
plugins/teams_pipeline	source	manual	Teams pipeline plugin (MS Teams messaging pipeline)	Teams platform support via plugin ABCs	plugins/platforms;gateway/platform_registry.py
skills/github	source	manual	Built-in GitHub skill category	Shipped skills, loadable by default	skills/mlops;optional-skills/
skills/mlops	source	manual	Built-in MLOps skill category	Shipped skills, loadable by default	skills/github;skills/research
skills/research	source	manual	Built-in research skill category	Shipped skills	skills/note-taking;optional-skills/research
skills/software-development	source	manual	Built-in software-development skill category	Shipped skills	skills/creative;skills/productivity
skills/autonomous-ai-agents	source	manual	Built-in autonomous-agents skill category	Agent-self skills	3v0/EVOLUTION_LOOP.md;optional-skills/autonomous-ai-agents
skills/devops	source	manual	Built-in devops skill category	Shipped skills	skills/email;optional-skills/devops
skills/creative	source	manual	Built-in creative skill category	Shipped skills	skills/media;skills/social-media
skills/email	source	manual	Built-in email skill category	Shipped skills	optional-skills/email
skills/productivity	source	manual	Built-in productivity skill category	Shipped skills	skills/note-taking
skills/note-taking	source	manual	Built-in note-taking skill category	Shipped skills	skills/research
skills/media	source	manual	Built-in media skill category	Shipped skills	skills/creative
skills/smart-home	source	manual	Built-in smart-home skill category	Smart home automation	optional-skills/health
skills/apple	source	manual	Built-in Apple/macOS skill category	Shipped skills	for macos: skills/smart-home
skills/social-media	source	manual	Built-in social-media skill category	Shipped skills	skills/creative
optional-skills/autonomous-ai-agents	source	manual	Heavy/niche autonomous-agent skills (not default-active)	Installed explicitly via hermes skills install	skills/autonomous-ai-agents
optional-skills/blockchain	source	manual	Blockchain skill pack (not default-active)	Optionally installed	optional-skills/security
optional-skills/communication	source	manual	Communication skill pack	Optionally installed	optional-skills/productivity
optional-skills/creative	source	manual	Creative skill pack	Optionally installed	skills/creative
optional-skills/devops	source	manual	Devops skill pack	Optionally installed	skills/devops
optional-skills/email	source	manual	Email skill pack	Optionally installed	skills/email
optional-skills/finance	source	manual	Finance skill pack	Optionally installed	optional-skills/payments
optional-skills/health	source	manual	Health skill pack	Optionally installed	skills/smart-home
optional-skills/mlops	source	manual	MLOps skill pack	Optionally installed	skills/mlops
optional-skills/mcp	source	manual	MCP skill pack	Optionally installed	tools/mcp_tool.py
optional-skills/migration	source	manual	Migration skill pack	Optionally installed	optional-skills/devops
optional-skills/research	source	manual	Research skill pack	Optionally installed	skills/research
optional-skills/security	source	manual	Security skill pack	Optionally installed	optional-skills/blockchain
optional-skills/web-development	source	manual	Web-development skill pack	Optionally installed	skills/software-development
optional-skills/data-science	source	manual	Data-science skill pack	Optionally installed	skills/mlops
optional-skills/payments	source	manual	Payments skill pack	Optionally installed	optional-skills/finance
optional-skills/gaming	source	manual	Gaming skill pack	Optionally installed	skills/creative
optional-skills/dogfood	source	manual	Dogfooding skills	Internal testing	optional-skills/software-development
optional-skills/software-development	source	manual	Software-development skill pack	Optionally installed	skills/software-development
providers/base.py	source	manual	Provider ABC — base contract for model-provider plugins	The seam implemented by every provider plugin	plugins/model-providers/;providers/__init__.py
providers/__init__.py	source	manual	Provider registry + lazy discovery (bundled, user, legacy)	Lazy separate discovery; user plugins override bundled (last-writer-wins)	plugins/model-providers/
native/fts5_cjk	source	manual	SQLite FTS5 CJK tokenizer native module	Asian-language tokenization for FTS5 search	ev0_state_search.py;3v0/core/retrieval_fts.py
locales	source	manual	i18n YAML locales (af..zh)	for multilingual messaging surfaces	agent/i18n.py
assets/banner.png	data	manual	Banner artwork for CLI startup	Branding	ev0_cli/banner.py
contributors	source	manual	Contributor records (emails/ + README)	Attribution and contributor credit	tools/skill_provenance.py;scripts/add_contributor.py
sustainability/fiverr	source	manual	Fiverr-related sustainability records	Cost governance lore	SUSTAINABILITY.md;3v0/TOKEN_EFFICIENCY.md
sustainability/wallet.md	doc	manual	Sustainability wallet ledger	Spend governance	SUSTAINABILITY.md
datagen-config-examples	source	manual	Data-generation config examples	Eval tooling inputs	for evals/
mcp-research-data	source	manual	Research data for MCP experiments	MCP research artifacts	optional-mcps/
apps/desktop	source	manual	Electron desktop chat app — separate surface from CLI/TUI/dashboard	Own composer/transcript/slash pipeline; talks to tui_gateway backend over JSON-RPC	apps/shared;tui_gateway/;apps/desktop/AGENTS.md
apps/desktop/AGENTS.md	doc	manual	Desktop app architecture contract (state, resolver, transport, testing rules)	The scoped governance doc for the desktop app	apps/desktop;AGENTS.md
apps/shared	source	manual	Framework-agnostic shared package (@hermes/shared) — JsonRpcGatewayClient + WS helpers	Shared transport consumed by desktop + web dashboard	apps/desktop;web/
apps/bootstrap-installer	source	manual	Bootstrap/installer assets for the desktop app	Distribution	apps/desktop
ui-tui	source	manual	Ink (React) terminal UI — hermes --tui; Node frontend of the TUI process model	The full TUI replacement for classic CLI; TS owns the screen, Python owns sessions	ui-tui/src;tui_gateway/;apps/desktop
ui-tui/src	source	manual	TUI source (entry.tsx, app.tsx, gatewayClient.ts + components/hooks/lib)	The screen-side implementation	ui-tui/packages;tui_gateway/server.py
ui-tui/packages	source	manual	Shared JS packages for the TUI (hermes-ink etc.)	Reusable UI kit	tui_gateway/
ui-tui/scripts	source	manual	TUI build/dev scripts	Tooling for the Ink app	tui_gateway/
tui_gateway	source	manual	Python JSON-RPC backend for the TUI + desktop (server.py catalog: methods/events)	The other half of the process model; slash catalog + completions live here	ui-tui/src;apps/shared
web	source	manual	Dashboard frontend (React + Vite) — embedding the real hermes --tui via /api/pty	Complements, never re-implements, the chat surface	ev0_cli/web_server.py;apps/shared;ui-tui/
website	source	manual	Docusaurus docs site	Public documentation	website/docs;docs/
website/docs	source	manual	Docusaurus documentation content (user guides, developer guides)	The canonical human docs	tooling: docs/
website/docusaurus.config.ts	source	manual	Docusaurus config	Site build config	website/sidebars.ts;website/static
website/sidebars.ts	source	manual	Docs sidebar structure	Navigation	website/docs
website/i18n	source	manual	i18n overlays for the docs site	Multilingual docs	locales/
website/scripts	source	manual	Docs-site build scripts	Tooling	website/package.json
runtime	source	manual	Runtime packaging layer (standalone runtimes)	Distribution	pypi: pyproject.toml
docs/ADR.md	doc	manual	Architecture Decision Records index	Design rationale ledger	docs/rfcs;docs/design
docs/rfcs	source	manual	RFC documents	Design proposals	docs/ADR.md
docs/design	source	manual	Design notes	Design rationale	docs/ADR.md
docs/security	source	manual	Security docs	Security design	SECURITY.md
docs/observability	source	manual	Observability docs	Monitoring/telemetry design	plugins/observability
docs/middleware	source	manual	Middleware docs	Pipeline design	docs/ADR.md
docs/kanban	source	manual	Kanban doc set	Feature docs	plugins/kanban
docs/relay-connector-contract.md	doc	manual	Relay connector contract	Cross-process relay spec	agent/relay_llm.py
docs/profile-routing.md	doc	manual	Profile routing design	Multi-instance routing	gateway/profile_routing.py;agent/secret_scope.py
docs/chronos-managed-cron-contract.md	doc	manual	Managed cron contract	Scheduled tasks spec	cron/scheduler_provider.py
docs/session-lifecycle.md	doc	manual	Session lifecycle doc	Messaging sessions	gateway/session.py
docs/billing-lifecycle.md	doc	manual	Billing lifecycle doc	Account/billing	agent/billing_view.py
docs/streaming-tts.md	doc	manual	Streaming TTS doc	Voice streaming	tools/tts_streaming.py
docs/micro-compaction.md	doc	manual	Micro-compaction design	Context compaction rationale	scripts/micro_compaction_report.py
docs/rca-ssl-cacert-post-git-pull.md	doc	manual	RCA: SSL CA certs after git pull	Postmortem lesson	tests/gateway/
docs/3v0-kanban-v1-spec.pdf	doc	manual	3V0 kanban shared spec (PDF)	Kanban contract artifact	plugins/kanban
acp_adapter	source	manual	ACP server (VS Code / Zed / JetBrains integration)	Editor integration surface	ui-tui/;ev0_cli/auth.py? no: tools/active: registry
tests/conformance	source	manual	Conformance test suite (protocol conformance)	Contract tests for wire behaviors	conformance vectors: scripts/generate_conformance_vectors.py
tests/e2e	source	manual	End-to-end test suite (real runtime)	Full-path validation	tests/integration
tests/integration	source	manual	Integration tests	Cross-module paths	tests/e2e
tests/stress	source	manual	Stress tests	Load/hang detection	tests/gateway
tests/manual	source	manual	Manually-run test scripts	Human-run diagnostics	tests/stress
tests/fakes	source	manual	Fake objects for tests	Isolated test doubles	conftest: tests/fixtures
tests/fixtures	source	manual	Shared fixtures (incl. profile/isolated HERMES_HOME)	Test scaffolding	tests/conftest.py
scripts/run_tests.sh	source	manual	The ONLY sanctioned test runner (CI-parity env, file retries, subprocess isolation)	Direct pytest diverges from CI; use this always	tests/;scripts/run_tests_parallel.py
scripts/run_tests_parallel.py	source	manual	Per-file subprocess test isolation runner	No cross-file state leakage	scripts/run_tests.sh
scripts/ci	source	manual	CI jobs + classifiers (change classifier, OS-marked test lanes)	Decides which CI jobs run per change	tests/
scripts/handoff_check.sh	script	manual	The whole-body wake ritual — continuity, sync, drift, analytics, insights, coherence+coalesce, handoff	The standing loop the 3V0 wake gate runs	3v0/scripts/continuity_check.py;3v0/scripts/coherence_coalesce.py
scripts/build_wiki.py	script	manual	The wiki generator — tracked-file manifest, area pages, --check gate	Keeps the wiki at 100% coverage; run --rebuild on change, --check in CI	wiki/;.githooks/pre-commit
scripts/release.py	source	manual	Release automation	Versioning/tagging	pypi: pyproject.toml
scripts/build_model_catalog.py	source	manual	Model catalog builder	Catalog maintenance	agent/model_metadata.py
scripts/sample_and_compress.py	source	manual	Sample & compress tooling	for dataset/context experiments	agent/context_compressor.py
scripts/sandbox	source	manual	Sandbox scripts	Isolated experiments	misc: scripts/dev-sandbox.sh
scripts/observability	source	manual	Observability helper scripts	Metrics tooling	plugins/observability
scripts/3v0-gateway	source	manual	Gateway launcher scripts for 3V0	Body gateway deployment	3v0/scripts/reload_gateway.sh
scripts/lib	source	manual	Shared script library	Common helpers for repo scripts	in: scripts/
docker	source	manual	Dockerfiles and container configs	Containerized deployment	Dockerfile
nix	source	manual	Nix expressions	macOS/Linux dev shells	flake.nix
evals	source	manual	Evaluation harness dirs (compaction, readtool)	Offline eval campaigns	for scripts/benchmark_browser_eval.py
optional-mcps	source	manual	Optional MCP server definitions	Expands the MCP catalog	tools/mcp_tool.py;mcp-research-data
tests/agent	source	manual	Agent-level test suites (loop, memory, adapters)	Task coverage	agent/
tests/gateway	source	manual	Gateway test suites (runner, platforms, authz)	Messaging coverage	gateway/
tests/cli	source	manual	CLI test suites	CLI coverage	cli.py
tests/ev0_cli	source	manual	ev0_cli test suites (config, commands, profiles)	Config/command coverage	ev0_cli/
tests/run_agent	source	manual	run_agent/AIAgent test suites	Loop coverage	run_agent.py
tests/skills	source	manual	Skill test suites (SKILL standards)	Skill authoring enforcement	tools/skill_linter.py
tests/plugins	source	manual	Plugin test suites	Plugin surfaces	plugins/
tests/providers	source	manual	Provider test suites	Model-provider coverage	plugins/model-providers/
tests/state	source	manual	Session-state test suites	ev0_state coverage	ev0_state.py
tests/cron	source	manual	Cron test suites	Scheduler coverage	cron/
tests/computer_use	source	manual	Computer-use test suites	Desktop automation coverage	tools/computer_use/
tests/dashboard	source	manual	Dashboard test suites	Web dashboard coverage	ev0_cli/web_server.py
tests/acp	source	manual	ACP adapter test suites	Editor integration coverage	acp_adapter/
tests/acp_adapter	source	manual	ACP adapter tests (second tree)	Editor integration coverage	acp_adapter/
tests/docker	source	manual	Docker-specific tests	Containerized paths	docker/
tests/install	source	manual	Installer tests	Install paths	scripts/install.sh
tests/secret_sources	source	manual	Secret-source tests	Secrets coverage	agent/secret_sources
tests/monitoring	source	manual	Monitoring/observability tests	Observability coverage	plugins/observability
tests/honcho_plugin	source	manual	Honcho memory-plugin tests	Provider coverage	plugins/memory/honcho
tests/openviking_plugin	source	manual	Open-viking memory-plugin tests	Provider coverage	plugins/memory/openviking
3v0/docs	source	manual	3V0 core documentation	The sovereign docs	3v0/README.md;3v0/CONTEXT.md
3v0/deploy	source	manual	3V0 deployment notes	Deploy lore	for 3v0/scripts/reload_gateway.sh
3v0/plugin	source	manual	3V0 plugin surface	Plugin glue for the core	plugins/
3v0/research	source	manual	3V0 research artifacts	Research notes	3v0/data/research
3v0/native	source	manual	3V0 native helpers	Core-adjacent tooling	3v0/core/memdb.py
wiki/manifest.tsv	data	manual	Raw 100%-coverage catalog — 6-col TSV rows for every tracked path	The generated artifact --check verifies; commit it	scripts/build_wiki.py;wiki/index.md
wiki/curated.tsv	data	manual	Hand-curated overlay — manual rows merged on --rebuild	Where hand-written entries live (never clobbered); 6 cols/row	scripts/build_wiki.py;wiki/manifest.tsv
wiki/index.md	doc	manual	Master catalog + reading order for the LLM wiki	The first file an agent reads to map the repo	wiki/SCHEMA.md;wiki/areas/
wiki/SCHEMA.md	doc	manual	The wiki maintenance contract — invariant, artifacts, workflow, failure modes	Defines what must stay true for the index to be trusted	scripts/build_wiki.py;.githooks/pre-commit
wiki/log.md	doc	manual	Append-only change log for the wiki itself	Audit trail of wiki schema/coverage changes	wiki/SCHEMA.md
wiki/README.md	doc	manual	One-paragraph orientation to the wiki	Fast entry for humans	wiki/index.md
wiki/areas/_intro_CORE.md	doc	manual	Hand-written CORE area narrative, prepended to areas/CORE.md	Human-owned narrative survives regenerated tables	scripts/build_wiki.py
3v0/VERSION	doc	manual	Single-sourced version; release tooling reads it	Keeps the body version in one place for sync/release	pyproject.toml;ev0_cli/__init__.py;3v0/scripts/sync.py
3v0/scripts/redo_tracker.sh	script	manual	Durability bookkeeping for ingest	Tracks redo state so failed ingests can be replayed	3v0/scripts/ingest.py;3v0/scripts/consistency.sh;3v0/scripts/verify.sh
